ID	symbol	chromosome	start	stop
ENSG00000010318	PHF7	21	337340	337840
ENSG00000129654	FOXJ1	19	661599	662099
ENSG00000129657	SEC14L1	22	227684	228184
ENSG00000174669	SLC29A2	9	323018	323518
ENSG00000196267	ZNF836	15	611945	612445
ENSG00000101000	PROCR	16	13140	13640
ENSG00000010310	GIPR	1	152666	153166
ENSG00000196262	PPIA	22	977910	978410
ENSG00000196263	ZNF471	2	481544	482044
ENSG00000101004	NINL	10	162788	163288
ENSG00000101557	USP14	1	614964	615464
ENSG00000164850	GPER	5	26629	27129
ENSG00000116044	NFE2L2	15	742258	742758
ENSG00000148120	C9ORF3	1	404430	404930
ENSG00000141198	TOM1L1	19	907293	907793
ENSG00000154102	C16ORF74	11	840234	840734
ENSG00000148411	NACC2	22	632554	633054
ENSG00000231880	ENSG00000231880	19	365197	365697
ENSG00000104881	PPP1R13L	4	57518	58018
ENSG00000143543	JTB	15	886177	886677
ENSG00000130766	SESN2	10	515481	515981
ENSG00000120697	ALG5	4	750276	750776
ENSG00000011405	PIK3C2A	7	84845	85345
ENSG00000122515	ZMIZ2	21	674745	675245
ENSG00000143751	SDE2	8	818012	818512
ENSG00000117791	MARC2	2	775502	776002
ENSG00000122512	PMS2	2	775322	775822
ENSG00000126814	TRMT5	9	562596	563096
ENSG00000085733	CTTN	11	531563	532063
ENSG00000185291	IL3RA	10	870813	871313
ENSG00000119938	PPP1R3C	18	282105	282605
ENSG00000104885	DOT1L	8	54315	54815
ENSG00000067248	DHX29	10	625928	626428
ENSG00000145476	CYP4V2	19	445487	445987
ENSG00000197321	SVIL	5	874248	874748
ENSG00000183624	C3ORF37	14	725050	725550
ENSG00000174599	TRAM1L1	9	989581	990081
ENSG00000130821	SLC6A8	13	741379	741879
ENSG00000198799	LRIG2	7	926848	927348
ENSG00000253305	PCDHGB6	20	559227	559727
ENSG00000148468	FAM171A1	1	833103	833603
ENSG00000197323	TRIM33	3	655332	655832
ENSG00000183628	DGCR6	3	394926	395426
ENSG00000196196	HRCT1	12	501916	502416
ENSG00000121797	CCRL2	17	450251	450751
ENSG00000146592	CREB5	9	781029	781529
ENSG00000205176	REXO1L1	7	186380	186880
ENSG00000159658	EFCAB14	7	833241	833741
ENSG00000116954	RRAGC	14	298489	298989
ENSG00000116957	TBCE	16	352720	353220
ENSG00000198816	ZNF358	10	44802	45302
ENSG00000159650	UROC1	12	179940	180440
ENSG00000100068	LRP5L	17	215092	215592
ENSG00000147475	ERLIN2	21	137117	137617
ENSG00000256235	SMIM3	8	804541	805041
ENSG00000153006	SREK1IP1	4	646159	646659
ENSG00000135426	TESPA1	8	411281	411781
ENSG00000107185	RGP1	5	41647	42147
ENSG00000179562	GCC1	18	864878	865378
ENSG00000107186	MPDZ	19	936476	936976
ENSG00000197329	PELI1	11	843072	843572
ENSG00000085552	IGSF9	10	987320	987820
ENSG00000006007	GDE1	18	55668	56168
ENSG00000154978	VOPP1	8	777018	777518
ENSG00000197498	RPF2	5	162711	163211
ENSG00000184743	ATL3	7	858052	858552
ENSG00000154975	CA10	8	618627	619127
ENSG00000175899	A2M	18	887804	888304
ENSG00000068438	FTSJ1	10	763895	764395
ENSG00000196993	ENSG00000196993	21	735227	735727
ENSG00000184313	MROH7	18	577311	577811
ENSG00000196998	ENSG00000196998	18	933057	933557
ENSG00000110274	CEP164	18	296514	297014
ENSG00000164270	HTR4	4	548970	549470
ENSG00000139547	RDH16	10	135772	136272
ENSG00000100207	TCF20	16	443763	444263
ENSG00000100206	DMC1	19	322218	322718
ENSG00000033867	SLC4A7	22	145696	146196
ENSG00000100201	DDX17	4	489246	489746
ENSG00000104980	TIMM44	22	701721	702221
ENSG00000197021	CXORF40B	3	244971	245471
ENSG00000104983	CCDC61	12	673836	674336
ENSG00000100979	PLTP	13	688407	688907
ENSG00000104237	RP1	8	465455	465955
ENSG00000100209	HSCB	20	93629	94129
ENSG00000197024	ZNF398	19	132807	133307
ENSG00000103404	USP31	20	328359	328859
ENSG00000107984	DKK1	17	564718	565218
ENSG00000151650	VENTX	9	561777	562277
ENSG00000151651	ADAM8	7	875356	875856
ENSG00000176623	RMDN1	14	707782	708282
ENSG00000176624	MEX3C	20	62602	63102
ENSG00000172828	CES3	11	132146	132646
ENSG00000176994	SMCR8	11	894471	894971
ENSG00000007392	LUC7L	14	330671	331171
ENSG00000174842	GLMN	19	490146	490646
ENSG00000067113	PPAP2A	19	150864	151364
ENSG00000170743	SYT9	19	238742	239242
ENSG00000204469	ENSG00000204469	18	359877	360377
ENSG00000170745	KCNS3	4	117454	117954
ENSG00000174844	DNAH12	20	517721	518221
ENSG00000203690	TCP10	11	393442	393942
ENSG00000128218	VPREB3	19	807792	808292
ENSG00000178175	ZNF366	1	383578	384078
ENSG00000156925	ZIC3	3	14223	14723
ENSG00000178171	AMER3	16	164701	165201
ENSG00000198040	ZNF84	16	33470	33970
ENSG00000156928	MALSU1	15	930096	930596
ENSG00000106588	PSMA2	14	723902	724402
ENSG00000248835	AL357673.1	14	689483	689983
ENSG00000112902	SEMA5A	18	813442	813942
ENSG00000086288	NME8	8	393874	394374
ENSG00000124762	CDKN1A	6	924920	925420
ENSG00000141068	KSR1	9	455311	455811
ENSG00000171160	MORN4	18	389065	389565
ENSG00000171161	ZNF672	1	403845	404345
ENSG00000124766	SOX4	20	903216	903716
ENSG00000124767	GLO1	20	389510	390010
ENSG00000171169	NAIF1	5	514105	514605
ENSG00000135931	ARMC9	13	821157	821657
ENSG00000182902	SLC25A18	14	918128	918628
ENSG00000189332	RP11-113D6.10	8	119085	119585
ENSG00000176194	CIDEA	19	583133	583633
ENSG00000243709	LEFTY1	4	979830	980330
ENSG00000078674	PCM1	7	992829	993329
ENSG00000168066	SF1	3	215293	215793
ENSG00000163879	DNALI1	13	321693	322193
ENSG00000140807	NKD1	20	934541	935041
ENSG00000204428	ENSG00000204428	17	392817	393317
ENSG00000164808	KIAA0146	3	155143	155643
ENSG00000155380	SLC16A1	2	618844	619344
ENSG00000204420	ENSG00000204420	12	592251	592751
ENSG00000179846	NKPD1	18	503890	504390
ENSG00000204427	ENSG00000204427	4	434988	435488
ENSG00000181104	F2R	11	125765	126265
ENSG00000167778	SPRYD3	20	806010	806510
ENSG00000167779	IGFBP6	6	175749	176249
ENSG00000168026	TTC21A	1	545828	546328
ENSG00000065243	PKN2	13	279094	279594
ENSG00000167770	OTUB1	7	398632	399132
ENSG00000167771	RCOR2	18	281920	282420
ENSG00000167772	ANGPTL4	19	929131	929631
ENSG00000167774	NDUFA7	8	688960	689460
ENSG00000167775	CD320	4	689219	689719
ENSG00000189376	C8ORF76	10	793018	793518
ENSG00000049449	RCN1	1	834200	834700
ENSG00000241852	C8ORF58	14	662293	662793
ENSG00000068308	OTUD5	20	620144	620644
ENSG00000075624	ACTB	12	657845	658345
ENSG00000262814	MRPL12	22	952916	953416
ENSG00000169733	RFNG	1	764431	764931
ENSG00000245017	RP11-181C3.1	21	830364	830864
ENSG00000088280	ASAP3	18	618502	619002
ENSG00000088930	XRN2	21	757731	758231
ENSG00000243566	UPK3B	1	252886	253386
ENSG00000078902	TOLLIP	17	892030	892530
ENSG00000181722	ZBTB20	6	282495	282995
ENSG00000177576	C18ORF32	15	818078	818578
ENSG00000177575	CD163	22	49693	50193
ENSG00000177570	SAMD12	4	671196	671696
ENSG00000188315	C3ORF62	2	23714	24214
ENSG00000205978	NYNRIN	1	557305	557805
ENSG00000178568	ERBB4	11	124809	125309
ENSG00000007062	PROM1	9	844050	844550
ENSG00000023041	ZDHHC6	18	368532	369032
ENSG00000153721	CNKSR3	14	689339	689839
ENSG00000168283	BMI1	1	434842	435342
ENSG00000168282	MGAT2	9	663921	664421
ENSG00000105808	RASA4	17	99105	99605
ENSG00000168286	THAP11	1	201365	201865
ENSG00000175711	B3GNTL1	21	820401	820901
ENSG00000179041	RRS1	11	162992	163492
ENSG00000120913	PDLIM2	1	978384	978884
ENSG00000188316	ENO4	11	198323	198823
ENSG00000120915	EPHX2	5	442225	442725
ENSG00000173681	CXORF23	5	572936	573436
ENSG00000167554	ZNF610	15	621827	622327
ENSG00000135063	FAM189A2	5	986484	986984
ENSG00000167555	ZNF528	6	725821	726321
ENSG00000012124	CD22	1	900603	901103
ENSG00000135069	PSAT1	20	666692	667192
ENSG00000132589	FLOT2	22	648968	649468
ENSG00000136267	DGKB	1	562591	563091
ENSG00000102468	HTR2A	8	837461	837961
ENSG00000052723	SIKE1	17	538092	538592
ENSG00000132581	SDF2	18	223015	223515
ENSG00000102466	FGF14	11	423692	424192
ENSG00000257242	RP11-24B21.1	19	503163	503663
ENSG00000119650	IFT43	10	871388	871888
ENSG00000177710	SLC35G5	14	209678	210178
ENSG00000167552	TUBA1A	22	651357	651857
ENSG00000119655	NPC2	12	277699	278199
ENSG00000167196	FBXO22	6	695875	696375
ENSG00000240344	PPIL3	14	331741	332241
ENSG00000167191	GPRC5B	8	652583	653083
ENSG00000186297	GABRA5	2	659042	659542
ENSG00000148926	ADM	8	397227	397727
ENSG00000126432	PRDX5	18	979357	979857
ENSG00000148925	BTBD10	14	948568	949068
ENSG00000250571	GLI4	1	725107	725607
ENSG00000187990	HIST1H2BG	4	385978	386478
ENSG00000187994	RINL	22	102723	103223
ENSG00000131584	ACAP3	22	34784	35284
ENSG00000147162	OGT	15	299788	300288
ENSG00000166825	ANPEP	10	484179	484679
ENSG00000162706	CADM3	2	423700	424200
ENSG00000147166	ITGB1BP2	22	699707	700207
ENSG00000162704	ARPC5	6	490861	491361
ENSG00000162873	KLHDC8A	17	190142	190642
ENSG00000185842	DNAH14	5	392440	392940
ENSG00000114554	PLXNA1	5	824135	824635
ENSG00000142408	CACNG8	8	938621	939121
ENSG00000162878	PKDCC	14	190180	190680
ENSG00000221995	TIAF1	8	970024	970524
ENSG00000166828	SCNN1G	4	308439	308939
ENSG00000165732	DDX21	8	178961	179461
ENSG00000197140	ADAM32	2	411207	411707
ENSG00000136002	ARHGEF4	12	693286	693786
ENSG00000136003	ISCU	16	738978	739478
ENSG00000149257	SERPINH1	19	389259	389759
ENSG00000149256	TENM4	8	910493	910993
ENSG00000115685	PPP1R7	4	659722	660222
ENSG00000115687	PASK	15	674788	675288
ENSG00000184330	S100A7A	17	832728	833228
ENSG00000197142	ACSL5	12	398348	398848
ENSG00000115935	WIPF1	17	148062	148562
ENSG00000173198	CYSLTR1	5	311712	312212
ENSG00000167994	RAB3IL1	2	398026	398526
ENSG00000240038	AMY2B	2	702642	703142
ENSG00000141699	FAM134C	4	425107	425607
ENSG00000141698	NT5C3B	6	666277	666777
ENSG00000069966	GNB5	21	577986	578486
ENSG00000102796	DHRS12	3	151533	152033
ENSG00000163479	SSR2	8	81411	81911
ENSG00000141696	LEPREL4	9	224410	224910
ENSG00000127334	DYRK2	7	893190	893690
ENSG00000204130	RUFY2	20	906370	906870
ENSG00000106692	FKTN	4	89409	89909
ENSG00000179965	ZNF771	8	596666	597166
ENSG00000066926	FECH	5	176718	177218
ENSG00000179218	CALR	4	703011	703511
ENSG00000154263	ABCA10	4	703151	703651
ENSG00000066923	STAG3	16	740453	740953
ENSG00000066294	CD84	15	928144	928644
ENSG00000118307	CASC1	4	125488	125988
ENSG00000186205	MARC1	13	831174	831674
ENSG00000118873	RAB3GAP2	11	310784	311284
ENSG00000049860	HEXB	17	705185	705685
ENSG00000118655	DCLRE1B	20	92904	93404
ENSG00000118308	LRMP	20	862432	862932
ENSG00000168288	MMADHC	16	154514	155014
ENSG00000138375	SMARCAL1	10	383621	384121
ENSG00000138376	BARD1	8	265148	265648
ENSG00000163870	TPRA1	17	145837	146337
ENSG00000138378	STAT4	15	779406	779906
ENSG00000138379	MSTN	1	280410	280910
ENSG00000144580	RQCD1	1	840742	841242
ENSG00000144583	MARCH4	15	649018	649518
ENSG00000050767	COL23A1	17	861318	861818
ENSG00000244486	SCARF2	1	368446	368946
ENSG00000244482	ENSG00000244482	1	376431	376931
ENSG00000005961	ITGA2B	22	724785	725285
ENSG00000186577	C6ORF1	9	370398	370898
ENSG00000186575	NF2	18	735088	735588
ENSG00000158246	FAM46B	11	275124	275624
ENSG00000158715	SLC45A3	3	260777	261277
ENSG00000158716	DUSP23	21	846555	847055
ENSG00000153767	GTF2E1	3	492411	492911
ENSG00000158710	TAGLN2	1	455530	456030
ENSG00000158711	ELK4	12	547644	548144
ENSG00000206159	GYG2P1	18	975068	975568
ENSG00000055044	NOP58	11	457840	458340
ENSG00000133985	TTC9	13	384889	385389
ENSG00000137601	NEK1	9	694811	695311
ENSG00000133983	COX16	11	738501	739001
ENSG00000141030	COPS3	21	907116	907616
ENSG00000172878	METAP1D	22	922493	922993
ENSG00000164463	CREBRF	2	156235	156735
ENSG00000164465	DCBLD1	17	57938	58438
ENSG00000163923	RPL39L	18	109817	110317
ENSG00000100568	VTI1B	7	245168	245668
ENSG00000164466	SFXN1	1	795256	795756
ENSG00000198862	LTN1	8	45485	45985
ENSG00000198863	RUNDC1	20	455151	455651
ENSG00000100564	PIGH	15	80216	80716
ENSG00000155760	FZD7	15	871167	871667
ENSG00000244734	HBB	1	352363	352863
ENSG00000182004	SNRPE	14	287454	287954
ENSG00000218823	PAPOLB	7	431083	431583
ENSG00000212993	POU5F1B	21	21497	21997
ENSG00000157895	C12ORF43	1	140120	140620
ENSG00000157540	DYRK1A	6	672278	672778
ENSG00000173473	SMARCC1	13	195378	195878
ENSG00000157542	KCNJ6	21	165899	166399
ENSG00000186716	BCR	21	876765	877265
ENSG00000186715	MST1L	17	591663	592163
ENSG00000186714	CCDC73	19	534043	534543
ENSG00000108468	CBX1	22	802011	802511
ENSG00000077157	PPP1R12B	10	552287	552787
ENSG00000122678	POLM	18	126407	126907
ENSG00000122679	RAMP3	15	261243	261743
ENSG00000077152	UBE2T	21	205298	205798
ENSG00000204161	C10ORF128	20	30416	30916
ENSG00000204160	ZDHHC18	8	707169	707669
ENSG00000174123	TLR10	16	852575	853075
ENSG00000174437	ATP2A2	7	297693	298193
ENSG00000235531	RP11-383H13.1	9	378458	378958
ENSG00000181924	COA4	3	696167	696667
ENSG00000081087	OSTM1	21	297139	297639
ENSG00000162910	MRPL55	10	841777	842277
ENSG00000152284	TCF7L1	4	13816	14316
ENSG00000155495	MAGEC1	11	224927	225427
ENSG00000100697	DICER1	10	837155	837655
ENSG00000161036	LRWD1	20	55846	56346
ENSG00000143207	RFWD2	22	481932	482432
ENSG00000105514	RAB3D	15	718857	719357
ENSG00000117054	ACADM	13	241050	241550
ENSG00000254685	FPGT	13	348791	349291
ENSG00000170891	CYTL1	20	271763	272263
ENSG00000180785	OR51E1	15	931012	931512
ENSG00000257335	MGAM	18	120218	120718
ENSG00000250486	FAM218A	20	911890	912390
ENSG00000007520	TSR3	1	601846	602346
ENSG00000148158	SNX30	20	987114	987614
ENSG00000081665	ZNF506	18	34157	34657
ENSG00000116560	SFPQ	8	655440	655940
ENSG00000182472	CAPN12	3	953458	953958
ENSG00000182473	EXOC7	19	573046	573546
ENSG00000147130	ZMYM3	17	275904	276404
ENSG00000124731	TREM1	9	421264	421764
ENSG00000123572	NRK	12	657614	658114
ENSG00000165304	MELK	6	531675	532175
ENSG00000139133	ALG10	13	747448	747948
ENSG00000139132	FGD4	18	531327	531827
ENSG00000198865	CCDC152	13	313177	313677
ENSG00000198677	TTC37	14	466446	466946
ENSG00000256683	ZNF350	22	675190	675690
ENSG00000107518	ATRNL1	5	587943	588443
ENSG00000148153	INIP	1	958406	958906
ENSG00000151006	PRSS53	3	961206	961706
ENSG00000063601	MTMR1	19	441692	442192
ENSG00000138472	GUCA1C	17	778899	779399
ENSG00000145864	GABRB2	8	89825	90325
ENSG00000103326	SOLH	18	422696	423196
ENSG00000099974	DDTL	17	811677	812177
ENSG00000145861	C1QTNF2	10	744633	745133
ENSG00000099977	DDT	12	221088	221588
ENSG00000154016	GRAP	18	236469	236969
ENSG00000125375	ATP5S	4	248579	249079
ENSG00000053918	KCNQ1	10	620543	621043
ENSG00000198783	ZNF830	22	857073	857573
ENSG00000116288	PARK7	9	421131	421631
ENSG00000198780	FAM169A	22	148513	149013
ENSG00000153531	ADPRHL1	13	586251	586751
ENSG00000198786	MT-ND5	12	943670	944170
ENSG00000198785	GRIN3A	19	570409	570909
ENSG00000197927	C2ORF27A	10	934734	935234
ENSG00000198788	MUC2	6	599166	599666
ENSG00000175520	UBQLN3	19	413150	413650
ENSG00000197921	HES5	11	244982	245482
ENSG00000133321	RARRES3	13	879861	880361
ENSG00000265096	AC073624.1	14	187797	188297
ENSG00000161692	DBF4B	19	11052	11552
ENSG00000198218	QRICH1	12	92649	93149
ENSG00000180525	PRR26	5	917098	917598
ENSG00000152672	CLEC4F	3	140627	141127
ENSG00000087253	LPCAT2	3	215551	216051
ENSG00000140632	GLYR1	16	830883	831383
ENSG00000140320	BAHD1	15	956676	957176
ENSG00000183878	UTY	6	841909	842409
ENSG00000169252	ADRB2	22	17881	18381
ENSG00000129354	AP1M2	8	367749	368249
ENSG00000129355	CDKN2D	15	61164	61664
ENSG00000140326	CDAN1	11	852247	852747
ENSG00000147889	CDKN2A	11	381322	381822
ENSG00000164649	CDCA7L	12	368241	368741
ENSG00000169258	GPRIN1	20	894597	895097
ENSG00000183873	SCN5A	15	961170	961670
ENSG00000151718	WWC2	14	383589	384089
ENSG00000129295	LRRC6	19	393096	393596
ENSG00000183876	ARSI	4	557639	558139
ENSG00000167693	NXN	15	150441	150941
ENSG00000171408	PDE7B	21	231399	231899
ENSG00000247077	PGAM5	8	289985	290485
ENSG00000167695	FAM57A	12	834591	835091
ENSG00000204366	ENSG00000204366	11	986724	987224
ENSG00000167699	GLOD4	6	454362	454862
ENSG00000157881	PANK4	6	174803	175303
ENSG00000124207	CSE1L	5	261361	261861
ENSG00000128604	IRF5	14	99181	99681
ENSG00000153446	C16ORF89	19	571973	572473
ENSG00000161960	EIF4A1	10	952678	953178
ENSG00000079263	SP140	22	569669	570169
ENSG00000105339	DENND3	12	102293	102793
ENSG00000135472	FAIM2	1	280404	280904
ENSG00000135473	PAN2	17	232561	233061
ENSG00000142675	CNKSR1	15	298571	299071
ENSG00000135476	ESPL1	22	63632	64132
ENSG00000142677	IL22RA1	8	526247	526747
ENSG00000185122	HSF1	9	956854	957354
ENSG00000142453	CARM1	4	553889	554389
ENSG00000185127	C6ORF120	20	191498	191998
ENSG00000185129	PURA	2	758022	758522
ENSG00000102053	ZC3H12B	21	726418	726918
ENSG00000169031	COL4A3	5	61186	61686
ENSG00000177752	YIPF7	16	772372	772872
ENSG00000182141	ZNF708	7	221613	222113
ENSG00000213213	KIAA1984	16	341734	342234
ENSG00000131943	C19ORF12	14	702708	703208
ENSG00000130520	LSM4	18	46931	47431
ENSG00000109118	PHF12	22	352187	352687
ENSG00000214842	RAD51AP2	7	187431	187931
ENSG00000092330	TINF2	9	807326	807826
ENSG00000109111	SUPT6H	2	896585	897085
ENSG00000101391	CDK5RAP1	11	500551	501051
ENSG00000105479	CCDC114	18	737764	738264
ENSG00000142319	SLC6A3	9	687364	687864
ENSG00000197565	COL4A6	19	170620	171120
ENSG00000255302	EID1	7	223895	224395
ENSG00000125354	SEPT6	10	82771	83271
ENSG00000152620	NADKD1	18	579417	579917
ENSG00000130529	TRPM4	15	926165	926665
ENSG00000130528	HRC	4	185675	186175
ENSG00000106397	PLOD3	12	883188	883688
ENSG00000143858	SYT2	16	877698	878198
ENSG00000106392	C1GALT1	13	855144	855644
ENSG00000102870	ZNF629	17	784133	784633
ENSG00000156711	MAPK13	6	438207	438707
ENSG00000134077	THUMPD3	17	939576	940076
ENSG00000143851	PTPN7	1	340697	341197
ENSG00000143674	MLK4	8	530868	531368
ENSG00000042088	TDP1	10	428666	429166
ENSG00000198522	GPN1	18	890049	890549
ENSG00000106399	RPA3	5	25418	25918
ENSG00000128000	ZNF780B	4	582586	583086
ENSG00000105613	MAST1	21	869453	869953
ENSG00000105612	DNASE2	18	756222	756722
ENSG00000135298	BAI3	17	209897	210397
ENSG00000135299	ANKRD6	12	422658	423158
ENSG00000166348	USP54	9	121725	122225
ENSG00000166349	RAG1	9	942215	942715
ENSG00000002822	MAD1L1	17	319242	319742
ENSG00000166347	CYB5A	2	353779	354279
ENSG00000147576	ADHFE1	13	835180	835680
ENSG00000135297	MTO1	21	335604	336104
ENSG00000009844	VTA1	10	60877	61377
ENSG00000166340	TPP1	1	533652	534152
ENSG00000166341	DCHS1	8	131686	132186
ENSG00000176387	HSD11B2	18	563582	564082
ENSG00000176386	CDC26	18	693883	694383
ENSG00000176381	PRR18	20	871875	872375
ENSG00000145920	CPLX2	5	822695	823195
ENSG00000068976	PYGM	16	345259	345759
ENSG00000152726	FAM21B	3	272071	272571
ENSG00000112081	SRSF3	10	954014	954514
ENSG00000104343	UBE2W	4	914207	914707
ENSG00000136925	TSTD2	11	428767	429267
ENSG00000146776	ATXN7L1	4	139200	139700
ENSG00000136997	MYC	17	997531	998031
ENSG00000175416	CLTB	17	350540	351040
ENSG00000178974	FBXO34	8	839786	840286
ENSG00000104341	LAPTM4B	18	189588	190088
ENSG00000164647	STEAP1	7	82988	83488
ENSG00000158417	EIF5B	15	510559	511059
ENSG00000168619	ADAM18	21	640671	641171
ENSG00000189129	PLAC9	7	838528	839028
ENSG00000167528	ZNF641	18	652240	652740
ENSG00000167525	PROCA1	18	747906	748406
ENSG00000167524	SGK494	13	663737	664237
ENSG00000168610	STAT3	12	497225	497725
ENSG00000167526	RPL13	9	147052	147552
ENSG00000163644	PPM1K	4	799472	799972
ENSG00000189120	SP6	9	807787	808287
ENSG00000167523	C16ORF55	5	805884	806384
ENSG00000168615	ADAM9	2	430335	430835
ENSG00000158457	TSPAN33	9	742856	743356
ENSG00000166128	RAB8B	1	509632	510132
ENSG00000244038	DDOST	13	715968	716468
ENSG00000142892	PIGK	14	824868	825368
ENSG00000215883	CYB5RL	18	679384	679884
ENSG00000241043	GVQW1	12	316191	316691
ENSG00000182272	B4GALNT4	13	890960	891460
ENSG00000163285	GABRG1	11	377930	378430
ENSG00000158411	MITD1	8	177607	178107
ENSG00000108641	B9D1	14	495517	496017
ENSG00000066032	CTNNA2	21	187845	188345
ENSG00000138185	ENTPD1	22	542378	542878
ENSG00000157399	ARSE	22	878053	878553
ENSG00000106829	TLE4	17	301717	302217
ENSG00000099377	HSD3B7	2	802537	803037
ENSG00000142444	C19ORF52	22	37979	38479
ENSG00000157379	DHRS1	13	458067	458567
ENSG00000115216	NRBP1	10	268513	269013
ENSG00000147123	NDUFB11	14	725709	726209
ENSG00000106823	ECM2	13	506892	507392
ENSG00000177380	PPFIA3	11	263674	264174
ENSG00000177383	MAGEF1	2	346097	346597
ENSG00000157617	C2CD2	7	56868	57368
ENSG00000152409	JMY	2	941739	942239
ENSG00000198015	MRPL42	17	262343	262843
ENSG00000023902	PLEKHO1	16	733625	734125
ENSG00000136999	NOV	9	259626	260126
ENSG00000214597	TMEM249	16	169830	170330
ENSG00000023909	GCLM	1	279238	279738
ENSG00000214595	EML6	17	796611	797111
ENSG00000187678	SPRY4	13	329033	329533
ENSG00000102901	CENPT	12	420260	420760
ENSG00000188747	NOXA1	2	272720	273220
ENSG00000113732	ATP6V0E1	4	97898	98398
ENSG00000138041	SMEK2	13	727790	728290
ENSG00000108395	TRIM37	17	727209	727709
ENSG00000165698	C9ORF9	9	752791	753291
ENSG00000108465	CDK5RAP3	8	355363	355863
ENSG00000126785	RHOJ	3	139690	140190
ENSG00000165695	AK8	15	910033	910533
ENSG00000204287	ENSG00000204287	12	107250	107750
ENSG00000108469	RECQL5	20	872571	873071
ENSG00000108176	DNAJC12	13	787672	788172
ENSG00000204283	FLJ45079	8	178485	178985
ENSG00000132915	PDE6A	5	61080	61580
ENSG00000158019	BRE	19	296550	297050
ENSG00000129515	SNX6	21	383424	383924
ENSG00000177030	DEAF1	16	563055	563555
ENSG00000145041	VPRBP	9	731071	731571
ENSG00000153094	BCL2L11	12	923657	924157
ENSG00000158014	SLC30A2	17	106072	106572
ENSG00000133065	SLC41A1	13	626526	627026
ENSG00000137033	IL33	10	55282	55782
ENSG00000133067	LGR6	19	364290	364790
ENSG00000127838	PNKD	5	231105	231605
ENSG00000141200	KIF2B	20	339725	340225
ENSG00000138182	KIF20B	21	407357	407857
ENSG00000136045	PWP1	20	817749	818249
ENSG00000024048	UBR2	13	491211	491711
ENSG00000137038	C9ORF123	19	373848	374348
ENSG00000140443	IGF1R	10	409960	410460
ENSG00000133069	TMCC2	12	798349	798849
ENSG00000180061	TMEM150B	18	258057	258557
ENSG00000140259	MFAP1	5	139501	140001
ENSG00000157978	LDLRAP1	2	460398	460898
ENSG00000165775	FUNDC2	13	648340	648840
ENSG00000139832	RAB20	18	239970	240470
ENSG00000138738	PRDM5	10	634550	635050
ENSG00000173801	JUP	12	144097	144597
ENSG00000147912	FBXO10	22	623782	624282
ENSG00000173805	HAP1	14	796100	796600
ENSG00000149212	SESN3	1	632051	632551
ENSG00000256628	RP11-454H13.5	1	229271	229771
ENSG00000165478	HEPACAM	20	663479	663979
ENSG00000185722	ANKFY1	6	802996	803496
ENSG00000185721	DRG1	12	350423	350923
ENSG00000185507	IRF7	2	478403	478903
ENSG00000165475	CRYL1	19	231101	231601
ENSG00000165474	GJB2	3	538066	538566
ENSG00000165476	REEP3	10	888498	888998
ENSG00000196208	GREB1	22	121176	121676
ENSG00000115977	ENSG00000115977	18	121537	122037
ENSG00000154370	TRIM11	15	35514	36014
ENSG00000153896	ZNF599	1	402633	403133
ENSG00000100263	RHBDD3	17	290577	291077
ENSG00000101574	METTL4	10	561381	561881
ENSG00000214338	SOGA3	22	63244	63744
ENSG00000174600	CMKLR1	22	100987	101487
ENSG00000153898	MCOLN2	7	813418	813918
ENSG00000214046	SMIM7	19	201230	201730
ENSG00000174606	ANGEL2	1	175434	175934
ENSG00000175093	SPSB4	21	573409	573909
ENSG00000136436	CALCOCO2	13	80792	81292
ENSG00000143321	HDGF	9	154379	154879
ENSG00000112079	STK38	13	877308	877808
ENSG00000172469	MANEA	3	547028	547528
ENSG00000103121	CMC2	7	359375	359875
ENSG00000124333	VAMP7	6	252313	252813
ENSG00000001497	LAS1L	8	696738	697238
ENSG00000172461	FUT9	21	635810	636310
ENSG00000172466	ZNF24	6	659112	659612
ENSG00000175911	AC127496.1	20	875905	876405
ENSG00000172465	TCEAL1	1	723177	723677
ENSG00000011426	ANLN	7	577570	578070
ENSG00000233608	TWIST2	7	564485	564985
ENSG00000197181	PIWIL2	20	119299	119799
ENSG00000102271	KLHL4	4	307226	307726
ENSG00000113212	PCDHB7	5	537626	538126
ENSG00000198010	DLGAP2	17	325358	325858
ENSG00000166171	DPCD	14	277442	277942
ENSG00000129187	DCTD	14	872638	873138
ENSG00000010610	CD4	22	37615	38115
ENSG00000145451	GLRA3	14	57780	58280
ENSG00000145911	N4BP3	12	10970	11470
ENSG00000085719	CPNE3	16	117269	117769
ENSG00000253327	RAD21-AS1	1	531539	532039
ENSG00000183605	SFXN4	13	264881	265381
ENSG00000253320	KB-1507C5.2	4	382232	382732
ENSG00000119917	IFIT3	8	29807	30307
ENSG00000008735	MAPK8IP2	20	498275	498775
ENSG00000026508	CD44	4	105328	105828
ENSG00000205155	PSENEN	4	315358	315858
ENSG00000028203	VEZT	18	718847	719347
ENSG00000267531	AC020922.1	16	672475	672975
ENSG00000148444	COMMD3	10	180329	180829
ENSG00000112297	AIM1	5	479177	479677
ENSG00000116977	LGALS8	14	166404	166904
ENSG00000150275	PCDH15	3	611484	611984
ENSG00000112294	ALDH5A1	22	268188	268688
ENSG00000112293	GPLD1	22	503140	503640
ENSG00000163431	LMOD1	15	942635	943135
ENSG00000112290	WASF1	18	719286	719786
ENSG00000104432	IL7	22	138936	139436
